cats_001.txt	0 239.5 132.5 474 266
cats_002.txt	0 321.5 238.5 474 474
cats_003.txt	0 225 157.5 474 314
cats_004.txt	0 197 168 474 355
cats_005.txt	0 243.5 158.5 474 316
cats_006.txt	0 261 132 474 266
cats_008.txt	0 240 178 474 355
cats_009.txt	0 190.5 171.5 474 343
cats_010.txt	0 192 133.5 474 266
cats_011.txt	0 228 130.5 474 266
cats_012.txt	0 296.5 375.5 474 711
cats_013.txt	0 237.5 261.5 474 522
cats_014.txt	0 299 133.5 474 266
cats_015.txt	0 92 151 180 300
cats_016.txt	0 131.5 220 474 355;0 254.5 179.5 474 355;0 367.5 208.5 474 355
cats_016.txt	0 297 158.5 474 316
cats_016.txt	0 237.5 315 474 631
cats_017.txt	0 279.5 150.5 474 314
cats_018.txt	0 246.5 178 474 355;0 339 266.5 474 355
cats_019.txt	0 203 127 474 266;0 246 191 474 266;0 349.5 195 474 266
cats_021.txt	0 195 133.5 474 266
cats_021.txt	0 235 174.5 474 338
cats_022.txt	0 210 348.5 474 649
cats_022.txt	0 191.5 161.5 474 316;0 316 163.5 474 316;0 253 75 474 316;0 45 83 474 316;0 304 268.5 474 316
cats_022.txt	0 298 142 474 266
cats_023.txt	0 277.5 148.5 474 296
cats_024.txt	0 118 164 474 316
cats_025.txt	0 237.5 133.5 474 266
cats_026.txt	0 200 133.5 474 266
cats_026.txt	0 222 133 474 266
cats_026.txt	0 258.5 328 474 632
cats_026.txt	0 276 377 474 632
cats_026.txt	0 244 133.5 474 266
cats_027.txt	0 305.5 133.5 474 266
cats_028.txt	0 177.5 171 474 366
cats_029.txt	0 268 189.5 474 379
cats_030.txt	0 198 183 474 313
cats_031.txt	0 290.5 255 474 384
cats_032.txt	0 200 134 474 267
cats_033.txt	0 239 150 474 338
cats_034.txt	0 263.5 178 474 355
cats_035.txt	0 223 158 474 315
cats_036.txt	0 239 153 474 315
cats_037.txt	0 276 148.5 474 296
cats_038.txt	0 178 186.5 474 316
cats_039.txt	0 219 354.5 474 708
cats_040.txt	0 62.5 134.5 474 266;0 119 142.5 474 266;0 238 138.5 474 266;0 315 140 474 266;0 392 145.5 474 266
cats_041.txt	0 184.5 167 474 317
cats_042.txt	0 252 164.5 474 316
cats_043.txt	0 264 307.5 474 715
cats_044.txt	0 256 174 474 315
cats_045.txt	0 234.5 158 474 315
cats_046.txt	0 243 114.5 474 266
cats_047.txt	0 224.5 194 474 366
cats_048.txt	0 237.5 177 474 355
cats_049.txt	0 202.5 343.5 474 711
cats_049.txt	0 187.5 128.5 474 266
cats_049.txt	0 156.5 184.5 474 355;0 322 192 474 355
cats_049.txt	0 237 321.5 474 632
cats_049.txt	0 212.5 217 474 422
cats_052.txt	0 237.5 324 474 632
cats_053.txt	0 228 153 474 304
cats_055.txt	0 198 142.5 474 266
cats_056.txt	0 217 141.5 474 296
cats_058.txt	0 240.5 122.5 474 266
cats_059.txt	0 239.5 178 474 355
cats_060.txt	0 258 119 474 237
cats_061.txt	0 239 133.5 474 266
cats_062.txt	0 274.5 252.5 474 632
cats_063.txt	0 136.5 138.5 474 265;0 366.5 107 474 265
cats_064.txt	0 156 121.5 474 296
cats_064.txt	0 274 158.5 474 316
cats_065.txt	0 346.5 146.5 474 266
cats_067.txt	0 234.5 133.5 474 266
cats_068.txt	0 310.5 422.5 474 711
cats_069.txt	0 254.5 134 474 317
cats_070.txt	0 193.5 146.5 474 292
cats_071.txt	0 228.5 146.5 474 322
cats_073.txt	0 282.5 158.5 474 316
cats_074.txt	0 218.5 286 474 479
cats_075.txt	0 195 153.5 474 315
cats_077.txt	0 162 107.5 474 315;0 181.5 214 474 315
cats_078.txt	0 321 148 474 266;0 108 133.5 474 266
cats_080.txt	0 228.5 400 474 790
cats_080.txt	0 291.5 283 474 486
cats_081.txt	0 270.5 133.5 474 266
cats_082.txt	0 276 210 474 266;2 337.5 109.5 474 266
cats_083.txt	0 177.5 181 474 315;2 334 136 474 315
cats_084.txt	0 278.5 323 474 474;2 187.5 238 474 474
cats_085.txt	2 246 199.5 474 398;0 150.5 281 474 398
cats_086.txt	0 109.5 228 474 379;2 317.5 220.5 474 379
cats_087.txt	0 104.5 175.5 474 266;2 294.5 129 474 266
cats_089.txt	0 232 501.5 474 728;2 297.5 361.5 474 728
cats_090.txt	0 284 292.5 474 379;2 185 189.5 474 379
cats_092.txt	2 228.5 210 474 484;0 241.5 295 474 484
cats_093.txt	0 236.5 226.5 474 316;2 285 157.5 474 316
cats_094.txt	2 174.5 175.5 474 346;0 310.5 235 474 346
cats_094.txt	0 141 239 474 474;2 365.5 256.5 474 474
cats_095.txt	0 319 363 474 474;2 208.5 246 474 474
cats_095.txt	0 233.5 179 474 375;2 204 115.5 474 375
cats_096.txt	2 234.5 133.5 474 266;0 205.5 207.5 474 266
cats_097.txt	0 241.5 191 474 284;2 364.5 169 474 284;1 233 69 474 284
cats_098.txt	2 374.5 435 474 693;0 166.5 329 474 693;0 207 572.5 474 693
cats_and_monkeys_001.txt	0 282.5 222.5 474 355;2 55 192.5 474 355
cats_and_monkeys_001.txt	2 177.5 174.5 474 275;0 226.5 110.5 474 275
cats_and_monkeys_004.txt	0 78 166 430 300;2 261.5 139 430 300
cats_and_monkeys_004.txt	0 260.5 201.5 474 315;2 224 142.5 474 315
cats_and_monkeys_009.txt	2 184 151 474 316;0 291 168 474 316
cats_and_monkeys_009.txt	2 218 236.5 474 461;0 274.5 321.5 474 461
cats_and_monkeys_011.txt	0 239 158.5 474 296;2 291 62.5 474 296
cats_and_monkeys_011.txt	2 204 310.5 474 652;0 297.5 427.5 474 652
cats_and_monkeys_015.txt	2 153.5 257.5 474 518;2 341 270.5 474 518;0 207.5 346 474 518
cats_and_monkeys_015.txt	2 274.5 192.5 474 320;2 126.5 160.5 474 320
cats_and_monkeys_017.txt	0 244 248.5 474 355;2 292 121.5 474 355
cats_and_monkeys_017.txt	2 318 154.5 474 266;0 94.5 107 474 266
cats_and_monkeys_018.txt	0 274 217.5 474 355;2 216 187.5 474 355
cats_and_monkeys_018.txt	2 158 161 474 378;0 308.5 149.5 474 378
cats_and_monkeys_019.txt	0 79 379 474 474;0 171.5 335 474 474;0 259.5 341.5 474 474;0 144 222 474 474;0 198.5 194 474 474;0 176.5 120 474 474;0 237 122 474 474;0 291 129 474 474;0 309 210 474 474;0 384 198.5 474 474
cats_and_monkeys_019.txt	0 83 180 474 256;0 170.5 118 474 256;0 209 168.5 474 256;0 403.5 128.5 474 256;0 361 129 474 256
cats_and_monkeys_021.txt	0 104 185.5 474 321;0 165.5 161.5 474 321;0 251.5 153 474 321;0 325.5 156 474 321;0 399 156.5 474 321
cats_and_monkeys_021.txt	0 132.5 236 474 355;0 225.5 171.5 474 355;0 330.5 191.5 474 355
cats_and_monkeys_022.txt	0 76.5 170.5 474 315;0 159 195 474 315;0 224 147.5 474 315;0 304 168 474 315;0 392.5 173.5 474 315
cats_and_monkeys_022.txt	0 354 341 474 480;0 138 242.5 474 480;0 370 133.5 474 480
cats_and_monkeys_023.txt	0 66.5 132 474 208;0 161.5 104 474 208;0 246 116.5 474 208;0 337.5 108 474 208;0 419 122 474 208
cats_and_monkeys_023.txt	0 74 145.5 474 266;0 154 141 474 266;0 239 145 474 266;0 320 131.5 474 266;0 390.5 142.5 474 266
cats_and_monkeys_024.txt	0 67 162 474 296;0 133.5 156 474 296;0 238.5 139 474 296;0 342.5 148.5 474 296;0 413.5 120.5 474 296
cats_and_monkeys_024.txt	0 86.5 253.5 474 402;0 276 223.5 474 402;0 350.5 173.5 474 402;0 207 189.5 474 402;0 416.5 159.5 474 402
cats_and_monkeys_025.txt	0 83 115.5 474 212;0 167 103 474 212;0 233 118.5 474 212;0 361.5 157.5 474 212;0 312 64.5 474 212
cats_and_monkeys_025.txt	0 85 189.5 474 261;0 130 143.5 474 261;0 228.5 181.5 474 261;0 277.5 146.5 474 261;0 371 186 474 261
cats_and_monkeys_028.txt	0 92.5 138 474 316;0 215.5 106 474 316;0 373.5 202 474 316;0 356 66 474 316
cats_and_monkeys_028.txt	0 306.5 103.5 474 355;0 252.5 226.5 474 355;0 162.5 174 474 355
cats_and_monkeys_030.txt	0 115.5 284.5 474 355;0 239.5 289.5 474 355;0 352 298.5 474 355;0 39 192 474 355;0 32 287 474 355;0 110.5 194 474 355;0 272 197 474 355;0 383.5 257.5 474 355;0 160.5 112.5 474 355;0 54.5 85.5 474 355;0 58.5 32 474 355;0 142 37.5 474 355;0 233 65.5 474 355;0 368.5 40.5 474 355;0 335.5 131.5 474 355;0 424.5 156.5 474 355;0 423 57 474 355
cats_and_monkeys_030.txt	0 53.5 226.5 474 464;0 139 214 474 464;0 237 212 474 464;0 329.5 211.5 474 464;0 422.5 217 474 464
cats_and_monkeys_039.txt	0 145 304 474 655;0 340.5 431 474 655;0 243 343.5 474 655
cats_and_monkeys_039.txt	0 200.5 111 474 267;0 326 185.5 474 267;0 246.5 159 474 267;0 135.5 145 474 267;0 415.5 130.5 474 267;0 367 113 474 267;0 62.5 151 474 267
cats_and_monkeys_039.txt	0 111 156 474 316;0 412 190.5 474 316;0 214.5 152 474 316;0 306.5 167.5 474 316
cats_and_monkeys_041.txt	0 76 93 474 298;0 76.5 168 474 298;0 192 176.5 474 298;0 178.5 95.5 474 298;0 275 145 474 298;0 359.5 225 474 298;0 375.5 137.5 474 298
cats_and_monkeys_041.txt	0 82.5 182 474 315;0 169 169.5 474 315;0 261 191.5 474 315;0 367 153 474 315
cats_and_monkeys_041.txt	0 97.5 169 474 314;0 205.5 97 474 314;0 245.5 170 474 314;0 392 170 474 314
cats_and_monkeys_042.txt	0 136 187 474 315;0 269.5 198.5 474 315;0 350.5 160 474 315
cats_and_monkeys_042.txt	0 181.5 128.5 474 315;0 336 157.5 474 315
cats_and_monkeys_044.txt	0 38 98.5 474 286;0 80 155.5 474 286;0 127.5 101.5 474 286;0 128 63 474 286;0 196.5 113.5 474 286;0 218.5 151.5 474 286;0 236 228.5 474 286;0 289 193 474 286;0 224.5 105 474 286;0 325.5 93 474 286;0 397.5 97.5 474 286;0 357.5 155.5 474 286;0 426 177.5 474 286;0 432.5 244 474 286
cats_and_monkeys_044.txt	0 63 169 474 316;0 124.5 152 474 316;0 173 172.5 474 316;0 266 166.5 474 316;0 224.5 149.5 474 316;0 323 162.5 474 316;0 378.5 168 474 316;0 428 140 474 316
cats_and_monkeys_047.txt	0 47 214 474 331;0 128.5 215 474 331;0 224.5 207 474 331;0 304 213 474 331;0 408.5 164.5 474 331
cats_and_monkeys_047.txt	0 125.5 271.5 474 480;0 144 92 474 480;0 254.5 336 474 480;0 213 173 474 480;0 308.5 261.5 474 480;0 283 58 474 480;0 279 134.5 474 480;0 339 108 474 480;0 399.5 159 474 480;0 260.5 108.5 474 480
cats_and_monkeys_054.txt	0 62.5 146.5 474 266;0 239.5 142.5 474 266;0 425 138.5 474 266;0 359.5 103 474 266
cats_and_monkeys_054.txt	0 115 240 474 434;0 190.5 207.5 474 434
cats_and_monkeys_057.txt	0 119.5 220 474 430;0 131.5 110 474 430;0 235 266.5 474 430;0 329.5 124.5 474 430;0 377 239 474 430
cats_and_monkeys_057.txt	0 112 228 474 354;0 267.5 171 474 354;0 396.5 297 474 354;0 370.5 178 474 354;0 172 129.5 474 354;0 120.5 101 474 354;0 114.5 61 474 354
cats_and_monkeys_064.txt	0 150 231 474 474;0 325 283 474 474;0 292.5 107.5 474 474;0 190.5 159 474 474
